step,episode,ep_return,moving_return,loss,epsilon
4250,85,-8.1000,-7.3200,,0.9596
4300,86,-8.1000,-7.3320,0.001027,0.9591
4350,87,-7.5000,-7.4520,,0.9587
4400,88,-7.5000,-7.4400,0.004750,0.9582
4450,89,-7.5000,-7.4280,,0.9577
4500,90,-6.3000,-7.4160,0.002870,0.9572
4550,91,-8.1000,-7.4640,,0.9568
4600,92,-5.1000,-7.4280,0.007434,0.9563
4650,93,-6.9000,-7.4040,,0.9558
4700,94,-8.1000,-7.5000,0.005204,0.9553
4750,95,-8.1000,-7.4880,,0.9549
4800,96,-8.1000,-7.5000,0.004996,0.9544
4850,97,-6.3000,-7.4880,,0.9539
4900,98,-7.5000,-7.4760,0.004957,0.9534
4950,99,-8.7000,-7.5360,,0.9530
5000,100,-8.1000,-7.5360,0.005734,0.9525
5050,101,-6.3000,-7.4880,,0.9520
5100,102,-8.1000,-7.5120,0.005660,0.9516
5150,103,-8.1000,-7.5120,,0.9511
5200,104,-5.1000,-7.4760,0.019804,0.9506
5250,105,-8.7000,-7.4880,,0.9501
5300,106,-6.9000,-7.4760,0.004587,0.9496
5350,107,-6.9000,-7.4760,,0.9492
5400,108,-8.1000,-7.5000,0.003822,0.9487
5450,109,-8.7000,-7.5120,,0.9482
5500,110,-8.1000,-7.5120,0.009010,0.9477
5550,111,-7.5000,-7.5120,,0.9473
5600,112,-8.7000,-7.5240,0.008758,0.9468
5650,113,-8.1000,-7.5360,,0.9463
5700,114,-6.9000,-7.5000,0.005639,0.9458
5750,115,-6.3000,-7.4640,,0.9454
5800,116,-6.9000,-7.4520,0.002554,0.9449
5850,117,-7.5000,-7.4520,,0.9444
5900,118,-5.7000,-7.4760,0.003586,0.9440
5950,119,-8.7000,-7.4880,,0.9435
6000,120,-6.9000,-7.4760,0.005429,0.9430
6050,121,-8.1000,-7.4640,,0.9425
6100,122,-8.1000,-7.4640,0.006655,0.9421
6150,123,-4.5000,-7.3920,,0.9416
6200,124,-6.9000,-7.4400,0.003331,0.9411
6250,125,-6.9000,-7.4160,,0.9406
6300,126,-7.5000,-7.4160,0.000765,0.9402
6350,127,-8.1000,-7.4280,,0.9397
6400,128,-6.9000,-7.4160,0.004919,0.9392
6450,129,-7.5000,-7.4160,,0.9387
6500,130,-7.5000,-7.4040,0.007951,0.9383
6550,131,-8.1000,-7.3920,,0.9378
6600,132,-6.9000,-7.3800,0.003611,0.9373
6650,133,-8.7000,-7.4040,,0.9368
6700,134,-7.5000,-7.4280,0.007699,0.9364
6750,135,-7.5000,-7.4160,,0.9359
6800,136,-6.9000,-7.3920,0.005361,0.9354
6850,137,-8.1000,-7.4040,,0.9349
6900,138,-6.9000,-7.3920,0.003082,0.9345
6950,139,-7.5000,-7.3920,,0.9340
7000,140,-6.9000,-7.4040,0.011353,0.9335
7050,141,-6.9000,-7.3800,,0.9330
7100,142,-8.1000,-7.4400,0.007288,0.9326
7150,143,-7.5000,-7.4520,,0.9321
7200,144,-7.5000,-7.4400,0.003940,0.9316
7250,145,-1.5000,-7.3080,,0.9311
7300,146,-6.9000,-7.2840,0.009077,0.9307
7350,147,-8.1000,-7.3200,,0.9302
7400,148,-6.9000,-7.3080,0.002041,0.9297
7450,149,-8.7000,-7.3080,,0.9292
7500,150,-7.5000,-7.2960,0.004177,0.9288
7550,151,-7.5000,-7.3200,,0.9283
7600,152,-7.5000,-7.3080,0.008181,0.9278
7650,153,-7.5000,-7.2960,,0.9273
7700,154,-8.1000,-7.3560,0.002636,0.9269
7750,155,-6.9000,-7.3200,,0.9264
7800,156,-8.1000,-7.3440,0.007646,0.9259
7850,157,-8.1000,-7.3680,,0.9254
7900,158,-6.9000,-7.3440,0.005173,0.9250
7950,159,-8.1000,-7.3320,,0.9245
8000,160,-8.7000,-7.3440,0.006657,0.9240
8050,161,-8.1000,-7.3560,,0.9235
8100,162,-6.9000,-7.3200,0.006076,0.9231
8150,163,-7.5000,-7.3080,,0.9226
8200,164,-6.9000,-7.3080,0.005118,0.9221
8250,165,-8.1000,-7.3440,,0.9216
8300,166,-8.1000,-7.3680,0.001068,0.9212
8350,167,-6.9000,-7.3560,,0.9207
8400,168,-6.9000,-7.3800,0.004389,0.9202
8450,169,-7.5000,-7.3560,,0.9197
8500,170,-6.3000,-7.3440,0.005290,0.9193
8550,171,-7.5000,-7.3320,,0.9188
8600,172,-8.7000,-7.3440,0.004173,0.9183
8650,173,-6.9000,-7.3920,,0.9178
8700,174,-8.1000,-7.4160,0.007954,0.9173
8750,175,-7.5000,-7.4280,,0.9169
8800,176,-8.1000,-7.4400,0.003250,0.9164
8850,177,-6.9000,-7.4160,,0.9159
8900,178,-8.1000,-7.4400,0.004771,0.9154
8950,179,-8.1000,-7.4520,,0.9150
9000,180,-6.9000,-7.4400,0.002510,0.9145
9050,181,-6.3000,-7.4040,,0.9140
9100,182,-7.5000,-7.4160,0.006793,0.9136
9150,183,-7.5000,-7.3920,,0.9131
9200,184,-8.7000,-7.4160,0.007401,0.9126
9250,185,-6.9000,-7.4040,,0.9121
9300,186,-8.1000,-7.4280,0.013723,0.9117
9350,187,-8.7000,-7.4400,,0.9112
9400,188,-6.3000,-7.4280,0.002165,0.9107
9450,189,-6.9000,-7.4160,,0.9102
9500,190,-7.5000,-7.4280,0.001962,0.9098
9550,191,-8.7000,-7.4640,,0.9093
9600,192,-8.7000,-7.4760,0.001692,0.9088
9650,193,-8.1000,-7.4880,,0.9083
9700,194,-8.1000,-7.5000,0.005394,0.9079
9750,195,-8.1000,-7.6320,,0.9074
9800,196,-8.7000,-7.6680,0.008944,0.9069
9850,197,-7.5000,-7.6560,,0.9064
9900,198,-8.1000,-7.6800,0.003647,0.9060
9950,199,-8.1000,-7.6680,,0.9055
10000,200,-7.5000,-7.6680,0.007358,0.9050
