step,episode,ep_return,moving_return,loss,epsilon
4550,91,-7.5000,-7.4880,,0.9568
4600,92,-8.1000,-7.5120,0.005549,0.9563
4650,93,-8.1000,-7.5120,,0.9558
4700,94,-6.3000,-7.4760,0.002269,0.9553
4750,95,-8.1000,-7.4880,,0.9549
4800,96,-8.1000,-7.4760,0.006436,0.9544
4850,97,-8.1000,-7.4880,,0.9539
4900,98,-7.5000,-7.4640,0.013489,0.9534
4950,99,-8.1000,-7.5000,,0.9530
5000,100,-8.7000,-7.5240,0.032901,0.9525
5050,101,-8.7000,-7.5600,,0.9520
5100,102,-7.5000,-7.5480,0.016963,0.9516
5150,103,-7.5000,-7.5360,,0.9511
5200,104,-8.7000,-7.5840,0.005258,0.9506
5250,105,-6.9000,-7.5720,,0.9501
5300,106,-8.1000,-7.5960,0.003831,0.9496
5350,107,-5.7000,-7.5480,,0.9492
5400,108,-7.5000,-7.5480,0.004017,0.9487
5450,109,-6.3000,-7.5480,,0.9482
5500,110,-7.5000,-7.5720,0.013999,0.9477
5550,111,-7.5000,-7.6560,,0.9473
5600,112,-8.1000,-7.6680,0.009236,0.9468
5650,113,-8.7000,-7.6800,,0.9463
5700,114,-8.1000,-7.6800,0.007972,0.9458
5750,115,-8.1000,-7.6920,,0.9454
5800,116,-8.1000,-7.7040,0.003868,0.9449
5850,117,-8.7000,-7.7520,,0.9444
5900,118,-8.1000,-7.7520,0.000770,0.9440
5950,119,-8.1000,-7.7640,,0.9435
6000,120,-8.1000,-7.8240,0.002913,0.9430
6050,121,-8.1000,-7.8480,,0.9425
6100,122,-8.1000,-7.8600,0.002435,0.9421
6150,123,-8.1000,-7.8600,,0.9416
6200,124,-6.9000,-7.8720,0.010329,0.9411
6250,125,-6.9000,-7.8600,,0.9406
6300,126,-5.7000,-7.8240,0.010758,0.9402
6350,127,-8.1000,-7.8120,,0.9397
6400,128,-8.1000,-7.8120,0.005751,0.9392
6450,129,-8.7000,-7.8120,,0.9387
6500,130,-6.3000,-7.7760,0.010163,0.9383
6550,131,-8.1000,-7.8000,,0.9378
6600,132,-8.1000,-7.8000,0.012073,0.9373
6650,133,-8.1000,-7.8000,,0.9368
6700,134,-6.9000,-7.7640,0.018753,0.9364
6750,135,-7.5000,-7.7520,,0.9359
6800,136,-6.9000,-7.7280,0.008987,0.9354
6850,137,-8.1000,-7.7160,,0.9349
6900,138,-8.1000,-7.7040,0.003221,0.9345
6950,139,-8.1000,-7.7280,,0.9340
7000,140,-7.5000,-7.7400,0.003292,0.9335
7050,141,-7.5000,-7.7400,,0.9330
7100,142,-8.1000,-7.7400,0.011244,0.9326
7150,143,-5.7000,-7.6920,,0.9321
7200,144,-8.7000,-7.7400,0.012764,0.9316
7250,145,-6.9000,-7.7160,,0.9311
7300,146,-5.1000,-7.6560,0.003521,0.9307
7350,147,-7.5000,-7.6440,,0.9302
7400,148,-7.5000,-7.6440,0.005758,0.9297
7450,149,-8.1000,-7.6440,,0.9292
7500,150,-6.9000,-7.6080,0.012733,0.9288
7550,151,-6.3000,-7.5600,,0.9283
7600,152,-7.5000,-7.5600,0.012064,0.9278
7650,153,-6.9000,-7.5480,,0.9273
7700,154,-7.5000,-7.5240,0.003091,0.9269
7750,155,-8.7000,-7.5600,,0.9264
7800,156,-5.7000,-7.5120,0.011227,0.9259
7850,157,-8.7000,-7.5720,,0.9254
7900,158,-7.5000,-7.5720,0.011666,0.9250
7950,159,-7.5000,-7.5960,,0.9245
8000,160,-7.5000,-7.5960,0.004111,0.9240
8050,161,-6.9000,-7.5840,,0.9235
8100,162,-8.1000,-7.5840,0.019642,0.9231
8150,163,-8.1000,-7.5720,,0.9226
8200,164,-6.3000,-7.5360,0.006652,0.9221
8250,165,-7.5000,-7.5240,,0.9216
8300,166,-7.5000,-7.5120,0.004602,0.9212
8350,167,-6.3000,-7.4640,,0.9207
8400,168,-8.1000,-7.4640,0.004077,0.9202
8450,169,-4.5000,-7.3920,,0.9197
8500,170,-8.7000,-7.4040,0.013959,0.9193
8550,171,-6.9000,-7.3800,,0.9188
8600,172,-8.7000,-7.3920,0.003673,0.9183
8650,173,-8.1000,-7.3920,,0.9178
8700,174,-7.5000,-7.4040,0.001536,0.9173
8750,175,-8.1000,-7.4280,,0.9169
8800,176,-6.9000,-7.4520,0.008552,0.9164
8850,177,-5.7000,-7.4040,,0.9159
8900,178,-8.1000,-7.4040,0.003661,0.9154
8950,179,-6.9000,-7.3680,,0.9150
9000,180,-7.5000,-7.3920,0.002020,0.9145
9050,181,-7.5000,-7.3800,,0.9140
9100,182,-8.1000,-7.3800,0.028854,0.9136
9150,183,-6.9000,-7.3560,,0.9131
9200,184,-7.5000,-7.3680,0.005375,0.9126
9250,185,-8.1000,-7.3800,,0.9121
9300,186,-7.5000,-7.3920,0.011552,0.9117
9350,187,-8.1000,-7.3920,,0.9112
9400,188,-7.5000,-7.3800,0.009184,0.9107
9450,189,-6.3000,-7.3440,,0.9102
9500,190,-7.5000,-7.3440,0.011342,0.9098
9550,191,-8.1000,-7.3560,,0.9093
9600,192,-7.5000,-7.3440,0.005185,0.9088
9650,193,-8.1000,-7.3920,,0.9083
9700,194,-4.5000,-7.3080,0.011900,0.9079
9750,195,-7.5000,-7.3200,,0.9074
9800,196,-8.1000,-7.3800,0.001573,0.9069
9850,197,-8.7000,-7.4040,,0.9064
9900,198,-7.5000,-7.4040,0.010720,0.9060
9950,199,-8.7000,-7.4160,,0.9055
10000,200,-7.5000,-7.4280,0.006669,0.9050
