episode,return,moving_return,epsilon,loss
42,-6.299999999999999,-7.399999999999998,0.98005,0.7654294371604919
43,-6.899999999999999,-7.388372093023253,0.9795750000000001,0.2623636722564697
44,-7.499999999999998,-7.390909090909088,0.9791,0.3213769495487213
45,-7.499999999999998,-7.393333333333331,0.9786250000000001,0.16100198030471802
46,-6.299999999999999,-7.369565217391302,0.97815,0.4606893062591553
47,-6.299999999999999,-7.346808510638295,0.9776750000000001,0.18442782759666443
48,-7.499999999999998,-7.349999999999999,0.9772,0.5421699285507202
49,-7.499999999999998,-7.353061224489795,0.9767250000000001,0.14933395385742188
50,-4.499999999999998,-7.295999999999999,0.97625,0.4538551867008209
51,-8.099999999999998,-7.283999999999999,0.9757750000000001,0.5873957276344299
52,-7.499999999999998,-7.3199999999999985,0.9753,0.6858706474304199
53,-8.7,-7.343999999999998,0.974825,0.47154760360717773
54,-8.099999999999998,-7.343999999999999,0.9743499999999999,0.5417936444282532
55,-8.099999999999998,-7.355999999999999,0.973875,0.2962936758995056
56,-8.099999999999998,-7.3919999999999995,0.9733999999999999,0.33287984132766724
57,-9.299999999999999,-7.4159999999999995,0.972925,0.6479616165161133
58,-8.099999999999998,-7.4159999999999995,0.9724499999999999,1.948056697845459
59,-8.099999999999998,-7.403999999999999,0.971975,0.5324403047561646
60,-8.099999999999998,-7.44,0.9715,1.3851327896118164
61,-5.699999999999998,-7.3919999999999995,0.971025,0.8530783653259277
62,-7.499999999999998,-7.391999999999999,0.97055,1.0056883096694946
63,-8.099999999999998,-7.4159999999999995,0.970075,0.18461154401302338
64,-8.099999999999998,-7.4159999999999995,0.9696,0.39521241188049316
65,-8.099999999999998,-7.451999999999999,0.969125,0.8714488744735718
66,-5.699999999999998,-7.3919999999999995,0.96865,0.9547228813171387
67,-8.099999999999998,-7.3919999999999995,0.968175,0.2722979187965393
68,-8.7,-7.403999999999999,0.9677,0.9761258363723755
69,-7.499999999999998,-7.415999999999998,0.967225,0.5599123239517212
70,-8.7,-7.463999999999998,0.96675,0.5326442122459412
71,-8.099999999999998,-7.475999999999999,0.966275,1.1392968893051147
72,-6.899999999999999,-7.463999999999999,0.9658,1.2707903385162354
73,-8.099999999999998,-7.463999999999999,0.965325,0.4614199697971344
74,-7.499999999999998,-7.4879999999999995,0.96485,0.2668130099773407
75,-8.099999999999998,-7.535999999999999,0.964375,0.5911384224891663
76,-7.499999999999998,-7.608,0.9639,0.18943269550800323
77,-7.499999999999998,-7.607999999999999,0.963425,0.48043298721313477
78,-8.7,-7.607999999999999,0.96295,0.5039116144180298
79,-8.099999999999998,-7.607999999999999,0.962475,0.6876349449157715
80,-6.899999999999999,-7.583999999999999,0.962,0.5364282131195068
81,-8.7,-7.595999999999998,0.9615250000000001,1.038585901260376
82,-6.899999999999999,-7.583999999999998,0.96105,0.6730785369873047
83,-7.499999999999998,-7.559999999999998,0.9605750000000001,0.19941675662994385
84,-8.099999999999998,-7.571999999999998,0.9601,0.1932557076215744
85,-8.7,-7.595999999999999,0.9596250000000001,0.2812471389770508
86,-7.499999999999998,-7.583999999999999,0.95915,0.7481298446655273
87,-6.899999999999999,-7.571999999999998,0.958675,0.7086378931999207
88,-7.499999999999998,-7.583999999999999,0.9581999999999999,0.8282983899116516
89,-8.099999999999998,-7.632,0.957725,0.17970196902751923
90,-8.7,-7.644,0.9572499999999999,0.5986557602882385
91,-6.299999999999999,-7.619999999999997,0.956775,0.7601112127304077
92,-8.099999999999998,-7.655999999999999,0.9562999999999999,0.5959042310714722
93,-6.299999999999999,-7.644,0.955825,0.43621310591697693
94,-8.099999999999998,-7.655999999999999,0.9553499999999999,0.23485016822814941
95,-8.7,-7.679999999999999,0.954875,0.5197639465332031
96,-8.099999999999998,-7.7159999999999975,0.9543999999999999,0.7307670712471008
97,-4.499999999999998,-7.679999999999999,0.953925,0.7586348056793213
98,-8.099999999999998,-7.691999999999998,0.9534499999999999,0.5732600688934326
99,-9.299999999999999,-7.727999999999998,0.952975,1.2479736804962158
100,-8.099999999999998,-7.799999999999999,0.9525,0.41698938608169556
101,-8.7,-7.8119999999999985,0.952025,0.3940178155899048
102,-6.899999999999999,-7.799999999999998,0.95155,0.5868200659751892
103,-6.299999999999999,-7.751999999999998,0.951075,0.7892553806304932
104,-6.299999999999999,-7.715999999999999,0.9506,0.9065325260162354
105,-8.099999999999998,-7.7159999999999975,0.950125,0.9486696720123291
106,-8.099999999999998,-7.715999999999999,0.94965,0.6656703948974609
107,-7.499999999999998,-7.679999999999998,0.949175,0.7855165600776672
108,-8.099999999999998,-7.679999999999999,0.9487,0.3310534358024597
109,-5.699999999999998,-7.631999999999998,0.948225,0.3829308748245239
110,-8.7,-7.6439999999999975,0.94775,0.22571758925914764
111,-6.899999999999999,-7.6679999999999975,0.947275,0.5807982087135315
112,-8.099999999999998,-7.679999999999998,0.9468,0.256322979927063
113,-7.499999999999998,-7.667999999999999,0.946325,0.20462562143802643
114,-8.7,-7.679999999999998,0.94585,0.35164180397987366
115,-8.099999999999998,-7.679999999999999,0.945375,0.6193076372146606
116,-7.499999999999998,-7.715999999999999,0.9449,1.620469093322754
117,-8.099999999999998,-7.715999999999999,0.944425,0.81345534324646
118,-6.899999999999999,-7.679999999999998,0.9439500000000001,0.5414918661117554
119,-6.899999999999999,-7.6679999999999975,0.943475,0.287345826625824
120,-6.299999999999999,-7.619999999999999,0.943,1.244016408920288
121,-8.7,-7.631999999999998,0.9425250000000001,0.7272382378578186
122,-8.099999999999998,-7.655999999999998,0.94205,0.693710446357727
123,-7.499999999999998,-7.643999999999998,0.941575,0.790448009967804
124,-6.899999999999999,-7.631999999999998,0.9410999999999999,0.9743640422821045
125,-8.7,-7.6439999999999975,0.940625,0.807341992855072
126,-8.099999999999998,-7.655999999999998,0.94015,0.2707456946372986
127,-6.299999999999999,-7.632,0.939675,0.5818240642547607
128,-8.7,-7.631999999999998,0.9391999999999999,0.7563611268997192
129,-8.099999999999998,-7.632,0.938725,0.43541616201400757
130,-8.7,-7.667999999999998,0.93825,0.2290988266468048
131,-8.099999999999998,-7.655999999999998,0.937775,0.8455143570899963
132,-8.7,-7.691999999999998,0.9372999999999999,0.927685558795929
133,-7.499999999999998,-7.691999999999997,0.936825,0.5460624694824219
134,-7.499999999999998,-7.679999999999998,0.93635,0.1891825944185257
135,-8.099999999999998,-7.667999999999999,0.935875,0.6807252168655396
136,-8.099999999999998,-7.68,0.9353999999999999,0.9593340754508972
137,-7.499999999999998,-7.691999999999998,0.934925,0.28297239542007446
138,-7.499999999999998,-7.691999999999998,0.93445,0.5986430644989014
139,-9.299999999999999,-7.7159999999999975,0.933975,0.7790403366088867
140,-7.499999999999998,-7.691999999999999,0.9335,0.1660139560699463
141,-8.099999999999998,-7.727999999999998,0.933025,0.9673963785171509
142,-8.7,-7.739999999999998,0.9325500000000001,0.6471314430236816
143,-8.099999999999998,-7.775999999999998,0.932075,0.5239543914794922
144,-8.099999999999998,-7.775999999999999,0.9316000000000001,0.5665276050567627
145,-8.7,-7.775999999999998,0.931125,0.4630281329154968
146,-8.7,-7.787999999999998,0.9306500000000001,0.7536367177963257
147,-8.7,-7.871999999999998,0.930175,1.0614843368530273
148,-7.499999999999998,-7.8599999999999985,0.9297000000000001,0.8550039529800415
149,-7.499999999999998,-7.823999999999999,0.929225,0.6989048719406128
150,-8.7,-7.835999999999998,0.9287500000000001,0.8821603655815125
151,-7.499999999999998,-7.8119999999999985,0.928275,0.23768945038318634
152,-8.099999999999998,-7.835999999999999,0.9278000000000001,0.78072190284729
153,-7.499999999999998,-7.86,0.927325,0.8704853653907776
154,-8.7,-7.907999999999999,0.9268500000000001,0.643164873123169
155,-6.899999999999999,-7.883999999999998,0.926375,0.8562242984771729
156,-8.099999999999998,-7.883999999999999,0.9259000000000001,0.8236957788467407
157,-8.099999999999998,-7.895999999999999,0.9254249999999999,0.5486621856689453
158,-8.099999999999998,-7.895999999999999,0.92495,0.20825979113578796
159,-7.499999999999998,-7.931999999999999,0.9244749999999999,0.28842177987098694
160,-6.899999999999999,-7.895999999999998,0.924,0.23099707067012787
161,-7.499999999999998,-7.907999999999998,0.923525,0.3753073811531067
162,-7.499999999999998,-7.895999999999999,0.92305,0.42726677656173706
163,-5.699999999999998,-7.859999999999998,0.922575,1.099761724472046
164,-8.099999999999998,-7.847999999999998,0.9221,0.9353824853897095
165,-8.099999999999998,-7.848,0.921625,0.7434073686599731
166,-8.099999999999998,-7.86,0.92115,0.6408959031105042
167,-6.899999999999999,-7.835999999999999,0.920675,0.5107656717300415
168,-8.7,-7.871999999999997,0.9202,0.33555668592453003
169,-8.099999999999998,-7.895999999999998,0.919725,0.5524715185165405
170,-7.499999999999998,-7.92,0.91925,0.9349913597106934
171,-8.099999999999998,-7.9079999999999995,0.918775,1.120391845703125
172,-7.499999999999998,-7.895999999999999,0.9183,0.5117522478103638
173,-8.7,-7.919999999999999,0.917825,0.6192003488540649
174,-7.499999999999998,-7.9319999999999995,0.91735,0.7220140099525452
175,-5.699999999999998,-7.871999999999998,0.916875,0.4265536665916443
176,-8.099999999999998,-7.871999999999999,0.9164,0.7643601894378662
177,-6.899999999999999,-7.883999999999999,0.915925,0.6037201881408691
178,-8.7,-7.883999999999999,0.91545,0.9048235416412354
179,-8.7,-7.895999999999998,0.914975,0.9109160900115967
180,-7.499999999999998,-7.871999999999998,0.9145,0.4325506091117859
181,-8.099999999999998,-7.871999999999999,0.914025,0.7161591649055481
182,-8.7,-7.871999999999999,0.9135500000000001,0.30647119879722595
183,-8.099999999999998,-7.883999999999999,0.913075,0.32489368319511414
184,-8.7,-7.907999999999999,0.9126000000000001,0.477447509765625
185,-8.099999999999998,-7.9079999999999995,0.912125,0.9861561059951782
186,-8.099999999999998,-7.9079999999999995,0.9116500000000001,0.8115833401679993
187,-8.7,-7.931999999999999,0.911175,0.2241220474243164
188,-8.099999999999998,-7.943999999999999,0.9107000000000001,0.9272685050964355
189,-8.099999999999998,-7.92,0.910225,0.8387743234634399
190,-8.7,-7.943999999999999,0.9097500000000001,0.5267680883407593
191,-8.099999999999998,-7.943999999999999,0.9092749999999999,0.4825463593006134
192,-8.099999999999998,-7.9319999999999995,0.9088,0.5902498364448547
193,-8.7,-7.943999999999999,0.9083249999999999,0.8223413228988647
194,-6.299999999999999,-7.907999999999999,0.90785,0.3596002161502838
195,-8.099999999999998,-7.896,0.9073749999999999,0.8908936381340027
196,-8.099999999999998,-7.883999999999999,0.9069,1.061572790145874
197,-5.099999999999998,-7.811999999999999,0.9064249999999999,0.9282313585281372
198,-5.099999999999998,-7.7639999999999985,0.90595,0.5035269856452942
199,-8.7,-7.7879999999999985,0.9054749999999999,1.167330265045166
200,-5.099999999999998,-7.7159999999999975,0.905,1.0581684112548828
201,-6.899999999999999,-7.703999999999999,0.904525,0.748185932636261
202,-8.099999999999998,-7.703999999999999,0.90405,0.8339180946350098
203,-8.099999999999998,-7.715999999999999,0.903575,0.3704647421836853
204,-6.899999999999999,-7.679999999999998,0.9031,0.6882815361022949
205,-8.7,-7.7159999999999975,0.902625,0.7665843963623047
206,-8.7,-7.727999999999997,0.90215,0.6094186305999756
207,-8.7,-7.7399999999999975,0.901675,0.8629696369171143
208,-8.7,-7.751999999999998,0.9012,0.4235936403274536
209,-8.099999999999998,-7.7639999999999985,0.900725,0.2584702968597412
210,-7.499999999999998,-7.775999999999999,0.90025,0.8846645951271057
211,-8.099999999999998,-7.787999999999999,0.899775,0.7149338126182556
212,-8.099999999999998,-7.8,0.8993,0.6167420148849487
213,-8.7,-7.8599999999999985,0.898825,0.8262751698493958
214,-8.7,-7.871999999999998,0.89835,0.3979363441467285
215,-8.099999999999998,-7.871999999999999,0.897875,1.0852471590042114
216,-8.099999999999998,-7.871999999999999,0.8974,0.7684915661811829
217,-8.099999999999998,-7.895999999999999,0.896925,0.4021531343460083
218,-8.099999999999998,-7.883999999999999,0.89645,0.8594464659690857
219,-8.7,-7.895999999999998,0.895975,1.0515315532684326
220,-7.499999999999998,-7.895999999999998,0.8955,1.3403539657592773
221,-6.899999999999999,-7.871999999999998,0.895025,0.49333640933036804
222,-8.099999999999998,-7.883999999999998,0.8945500000000001,0.3938092589378357
223,-8.7,-7.883999999999998,0.894075,0.4654217064380646
224,-8.099999999999998,-7.895999999999998,0.8936000000000001,0.3771022856235504
225,-7.499999999999998,-7.931999999999999,0.893125,0.44208648800849915
226,-8.099999999999998,-7.931999999999999,0.89265,0.7458081245422363
227,-8.7,-7.967999999999998,0.8921749999999999,1.5735273361206055
228,-8.099999999999998,-7.955999999999998,0.8917,0.5036054849624634
229,-7.499999999999998,-7.931999999999999,0.8912249999999999,0.51139235496521
230,-8.099999999999998,-7.943999999999999,0.89075,0.5976802110671997
231,-8.099999999999998,-7.944,0.8902749999999999,0.3352015018463135
232,-8.099999999999998,-7.9319999999999995,0.8898,0.3949121832847595
233,-8.7,-7.943999999999999,0.8893249999999999,0.7604161500930786
234,-8.099999999999998,-7.931999999999999,0.88885,0.4369710683822632
235,-7.499999999999998,-7.919999999999999,0.888375,0.5725389122962952
236,-8.099999999999998,-7.919999999999999,0.8879,0.43694716691970825
237,-8.099999999999998,-7.9079999999999995,0.8874249999999999,0.4934821128845215
238,-8.099999999999998,-7.907999999999999,0.88695,0.8102930188179016
239,-8.099999999999998,-7.907999999999999,0.886475,0.7098692655563354
240,-8.7,-7.907999999999999,0.886,0.677103579044342
241,-6.899999999999999,-7.883999999999998,0.885525,0.6271944642066956
242,-8.099999999999998,-7.883999999999998,0.88505,0.4259367287158966
243,-7.499999999999998,-7.8599999999999985,0.8845750000000001,0.5246561765670776
244,-8.099999999999998,-7.895999999999999,0.8841,0.33301565051078796
245,-7.499999999999998,-7.883999999999999,0.883625,0.5064637064933777
246,-8.7,-7.895999999999998,0.88315,0.6567560434341431
247,-8.099999999999998,-7.9559999999999995,0.8826750000000001,0.6834688186645508
248,-8.099999999999998,-8.015999999999998,0.8822,0.7720367908477783
249,-7.499999999999998,-7.991999999999998,0.881725,0.3691317141056061
250,-8.7,-8.063999999999998,0.88125,0.4387226104736328
251,-8.099999999999998,-8.088,0.8807750000000001,0.550453782081604
252,-5.699999999999998,-8.04,0.8803,0.34741148352622986
253,-8.099999999999998,-8.04,0.879825,0.5746423006057739
254,-8.099999999999998,-8.063999999999998,0.87935,0.7071306705474854
255,-8.099999999999998,-8.052,0.8788750000000001,0.34022337198257446
256,-8.099999999999998,-8.04,0.8784,0.29604804515838623
257,-8.099999999999998,-8.027999999999999,0.877925,0.7208284139633179
258,-8.099999999999998,-8.015999999999998,0.87745,0.5261571407318115
259,-8.099999999999998,-8.015999999999998,0.8769750000000001,0.39764273166656494
260,-8.7,-8.04,0.8765000000000001,0.829340934753418
261,-8.099999999999998,-8.04,0.8760249999999999,0.47517597675323486
262,-7.499999999999998,-8.027999999999999,0.87555,0.7026367783546448
263,-8.099999999999998,-8.015999999999998,0.875075,0.5490057468414307
264,-6.899999999999999,-7.979999999999999,0.8746,0.5360942482948303
265,-8.099999999999998,-7.979999999999998,0.8741249999999999,0.4647967517375946
266,-7.499999999999998,-7.968,0.87365,0.5239916443824768
267,-7.499999999999998,-7.9559999999999995,0.873175,0.5973710417747498
268,-8.099999999999998,-7.9559999999999995,0.8727,0.5503562688827515
269,-8.7,-7.955999999999998,0.8722249999999999,0.9353524446487427
270,-8.099999999999998,-7.967999999999998,0.87175,0.43168771266937256
271,-6.899999999999999,-7.967999999999998,0.871275,0.5660926699638367
272,-8.7,-7.979999999999998,0.8708,0.46617358922958374
273,-8.099999999999998,-7.967999999999998,0.8703249999999999,0.3914989233016968
274,-8.7,-7.979999999999999,0.86985,1.0310397148132324
275,-8.7,-8.003999999999998,0.869375,0.6371627449989319
276,-8.099999999999998,-8.003999999999998,0.8689,0.4351298213005066
277,-8.099999999999998,-7.991999999999999,0.8684249999999999,0.5838285684585571
278,-8.099999999999998,-7.991999999999999,0.86795,0.2590370774269104
279,-8.7,-8.015999999999998,0.867475,0.4681648910045624
280,-8.099999999999998,-8.015999999999998,0.867,0.4460780918598175
281,-8.7,-8.027999999999999,0.866525,0.4246762692928314
282,-8.099999999999998,-8.027999999999999,0.86605,0.31493741273880005
283,-8.7,-8.027999999999999,0.8655750000000001,0.46549877524375916
284,-8.099999999999998,-8.027999999999999,0.8651,0.5099765658378601
285,-8.7,-8.051999999999998,0.8646250000000001,0.511215090751648
286,-7.499999999999998,-8.039999999999997,0.86415,0.5806466937065125
287,-8.099999999999998,-8.04,0.8636750000000001,0.5697004795074463
288,-7.499999999999998,-8.027999999999999,0.8632,0.404482364654541
289,-8.099999999999998,-8.027999999999999,0.8627250000000001,0.43114176392555237
290,-7.499999999999998,-8.003999999999998,0.86225,0.41822728514671326
291,-8.099999999999998,-8.027999999999999,0.8617750000000001,0.8145565986633301
292,-7.499999999999998,-8.015999999999998,0.8613,0.38916081190109253
293,-9.299999999999999,-8.051999999999998,0.8608250000000001,0.5575374364852905
294,-6.299999999999999,-8.015999999999998,0.86035,1.0668748617172241
295,-7.499999999999998,-8.015999999999998,0.8598750000000001,0.30527663230895996
296,-8.7,-8.015999999999998,0.8593999999999999,0.5531467795372009
297,-8.7,-8.027999999999997,0.858925,0.4444291591644287
298,-8.099999999999998,-8.027999999999999,0.8584499999999999,0.4031364917755127
299,-7.499999999999998,-8.027999999999999,0.857975,0.33258068561553955
300,-8.7,-8.027999999999999,0.8575,0.5281903743743896
301,-7.499999999999998,-8.015999999999998,0.857025,0.3107067942619324
302,-5.699999999999998,-8.015999999999998,0.85655,0.5031089782714844
303,-8.7,-8.027999999999997,0.856075,0.4133474826812744
304,-8.7,-8.039999999999997,0.8556,0.35351669788360596
305,-8.099999999999998,-8.04,0.855125,0.23391065001487732
306,-8.7,-8.052,0.85465,0.41468292474746704
307,-8.7,-8.063999999999998,0.854175,0.21271750330924988
308,-8.7,-8.075999999999999,0.8537,0.6031471490859985
309,-6.899999999999999,-8.051999999999998,0.853225,0.8068925142288208
310,-7.499999999999998,-8.027999999999997,0.85275,0.32523494958877563
311,-7.499999999999998,-8.015999999999998,0.852275,0.3349737524986267
312,-7.499999999999998,-8.015999999999998,0.8518,0.30408111214637756
313,-8.7,-8.027999999999999,0.851325,0.3075026571750641
314,-6.899999999999999,-8.027999999999999,0.85085,0.4065967798233032
315,-8.099999999999998,-8.027999999999999,0.850375,0.49210745096206665
316,-7.499999999999998,-8.027999999999999,0.8499,0.28520938754081726
317,-8.099999999999998,-8.04,0.849425,0.19267015159130096
318,-8.7,-8.052,0.84895,0.2683701813220978
319,-6.899999999999999,-8.015999999999998,0.848475,0.2069752812385559
320,-8.7,-8.027999999999999,0.848,0.4041229486465454
321,-7.499999999999998,-8.04,0.8475250000000001,0.41508084535598755
322,-8.7,-8.04,0.84705,0.38505011796951294
323,-8.099999999999998,-8.04,0.8465750000000001,0.397824764251709
324,-8.099999999999998,-8.027999999999999,0.8461,0.3973052501678467
325,-8.099999999999998,-8.016,0.8456250000000001,0.3062216341495514
326,-8.7,-8.027999999999999,0.84515,0.35864537954330444
327,-8.099999999999998,-8.027999999999999,0.8446750000000001,0.3707972764968872
328,-8.099999999999998,-8.027999999999999,0.8442,0.3445570468902588
329,-8.7,-8.027999999999999,0.8437250000000001,0.36358538269996643
330,-8.099999999999998,-8.027999999999999,0.8432499999999999,0.28900080919265747
331,-8.7,-8.027999999999999,0.842775,0.19338399171829224
332,-6.299999999999999,-7.991999999999998,0.8422999999999999,0.4808618426322937
333,-8.099999999999998,-7.979999999999999,0.841825,0.2361062616109848
334,-8.7,-7.991999999999999,0.8413499999999999,0.22316499054431915
335,-8.099999999999998,-7.979999999999999,0.840875,0.2731528878211975
336,-8.7,-8.003999999999998,0.8403999999999999,0.2770744860172272
337,-7.499999999999998,-7.991999999999997,0.839925,0.45859968662261963
338,-8.099999999999998,-8.003999999999998,0.8394499999999999,0.15315362811088562
339,-8.7,-8.015999999999998,0.838975,0.31777864694595337
340,-8.7,-8.039999999999997,0.8385,0.2687609791755676
341,-8.099999999999998,-8.039999999999997,0.838025,0.19891804456710815
342,-7.499999999999998,-8.04,0.83755,0.20467787981033325
343,-8.099999999999998,-8.015999999999998,0.837075,0.25552913546562195
344,-8.099999999999998,-8.052,0.8366000000000001,0.23210392892360687
345,-7.499999999999998,-8.051999999999998,0.836125,0.45837172865867615
346,-8.099999999999998,-8.04,0.83565,0.1762014925479889
347,-8.7,-8.04,0.835175,0.2842591404914856
348,-8.099999999999998,-8.04,0.8347000000000001,0.19853971898555756
349,-7.499999999999998,-8.04,0.834225,0.16104234755039215
350,-9.299999999999999,-8.052,0.83375,0.1534072756767273
351,-8.7,-8.075999999999999,0.833275,0.2007623016834259
352,-7.499999999999998,-8.111999999999998,0.8328000000000001,0.18239375948905945
353,-8.7,-8.112,0.832325,0.16489076614379883
354,-7.499999999999998,-8.088,0.83185,0.23477360606193542
355,-6.299999999999999,-8.052,0.831375,0.24316620826721191
356,-8.099999999999998,-8.04,0.8309000000000001,0.23659753799438477
357,-8.099999999999998,-8.027999999999999,0.830425,0.1861603856086731
358,-8.099999999999998,-8.016,0.82995,0.2582477331161499
359,-8.099999999999998,-8.04,0.829475,0.24164901673793793
360,-8.099999999999998,-8.052,0.8290000000000001,0.271402508020401
361,-7.499999999999998,-8.052,0.8285250000000001,0.107208251953125
362,-7.499999999999998,-8.051999999999998,0.82805,0.12604501843452454
363,-8.7,-8.051999999999998,0.8275750000000001,0.1369982808828354
364,-8.7,-8.087999999999997,0.8271000000000001,0.4057299494743347
365,-8.7,-8.099999999999998,0.826625,0.304623007774353
366,-7.499999999999998,-8.099999999999998,0.8261499999999999,0.2224472016096115
367,-8.099999999999998,-8.1,0.825675,0.2868863344192505
368,-8.099999999999998,-8.088,0.8252,0.20693443715572357
369,-8.099999999999998,-8.112,0.824725,0.25150084495544434
370,-8.099999999999998,-8.1,0.8242499999999999,0.24239957332611084
371,-8.099999999999998,-8.112,0.823775,0.09838569909334183
372,-8.099999999999998,-8.1,0.8233,0.15893062949180603
373,-8.099999999999998,-8.1,0.822825,0.13427723944187164
374,-7.499999999999998,-8.088,0.8223499999999999,0.18358758091926575
375,-8.7,-8.1,0.821875,0.27278339862823486
376,-8.7,-8.099999999999998,0.8214,0.09566465020179749
377,-9.299999999999999,-8.123999999999999,0.820925,0.15809708833694458
378,-8.7,-8.136,0.8204499999999999,0.1920676976442337
379,-8.7,-8.136,0.819975,0.12381461262702942
380,-8.7,-8.147999999999998,0.8195,0.21577516198158264
381,-8.7,-8.147999999999998,0.819025,0.40447312593460083
382,-8.099999999999998,-8.184,0.81855,0.0851438045501709
383,-8.099999999999998,-8.184,0.818075,0.1711808145046234
384,-8.7,-8.184,0.8176000000000001,0.23464378714561462
385,-7.499999999999998,-8.171999999999999,0.817125,0.12135529518127441
386,-8.7,-8.171999999999999,0.81665,0.09760497510433197
387,-8.7,-8.195999999999998,0.816175,0.10273709893226624
388,-8.7,-8.207999999999997,0.8157000000000001,0.16989733278751373
389,-8.7,-8.207999999999997,0.815225,0.09553474187850952
390,-8.099999999999998,-8.195999999999998,0.81475,0.12297111749649048
391,-7.499999999999998,-8.184,0.814275,0.11816489696502686
392,-7.499999999999998,-8.184,0.8138000000000001,0.12726455926895142
393,-8.7,-8.195999999999998,0.813325,0.057024672627449036
394,-8.099999999999998,-8.196,0.81285,0.11909428983926773
395,-8.7,-8.219999999999999,0.812375,0.13134735822677612
396,-7.499999999999998,-8.207999999999998,0.8119000000000001,0.09325065463781357
397,-8.099999999999998,-8.196,0.811425,0.16605275869369507
398,-8.099999999999998,-8.196,0.81095,0.2253008782863617
399,-8.099999999999998,-8.208,0.810475,0.09164628386497498
400,-8.099999999999998,-8.184,0.81,0.09425202012062073
401,-8.7,-8.184,0.809525,0.1357240378856659
402,-8.7,-8.207999999999998,0.8090499999999999,0.08133610337972641
403,-8.099999999999998,-8.196,0.808575,0.12227845191955566
404,-7.499999999999998,-8.196,0.8081,0.1151420921087265
405,-8.7,-8.243999999999998,0.807625,0.12720811367034912
406,-8.099999999999998,-8.244,0.8071499999999999,0.08715882897377014
407,-8.099999999999998,-8.244,0.806675,0.07389914989471436
408,-8.099999999999998,-8.244,0.8062,0.10836642235517502
409,-8.7,-8.255999999999998,0.805725,0.22700047492980957
410,-8.7,-8.267999999999999,0.80525,0.08693432062864304
411,-7.499999999999998,-8.267999999999999,0.804775,0.12437853217124939
412,-8.7,-8.291999999999998,0.8043,0.1685408055782318
413,-8.099999999999998,-8.28,0.803825,0.0883801206946373
414,-8.7,-8.28,0.80335,0.13328440487384796
415,-8.7,-8.279999999999998,0.802875,0.07508894801139832
416,-7.499999999999998,-8.28,0.8024,0.053014110773801804
417,-8.099999999999998,-8.28,0.801925,0.12160290777683258
418,-8.099999999999998,-8.28,0.80145,0.23648425936698914
419,-8.099999999999998,-8.28,0.800975,0.1993088573217392
420,-6.899999999999999,-8.255999999999998,0.8005,0.08068007230758667
421,-7.499999999999998,-8.243999999999998,0.800025,0.11351445317268372
422,-8.7,-8.255999999999998,0.7995500000000001,0.1460026353597641
423,-8.7,-8.267999999999999,0.799075,0.08966711163520813
424,-5.699999999999998,-8.231999999999998,0.7986000000000001,0.05999340862035751
