episode,step,bird_y,bird_vel,dist_pipe,reward,done
7,0,1.0,1.0,0.9606206321806929,0.1,False
7,1,1.0,0.9965156344688766,0.9771915331303942,0.1,False
7,2,1.0,0.9894147221515898,0.9881610832939991,0.1,False
7,3,1.0,0.9835384549262478,0.9924653049109937,0.1,False
7,4,1.0,0.979262749616565,0.9914757231913672,0.1,False
7,5,1.0,0.9780403929332723,0.986535990975941,0.1,False
7,6,1.0,0.9790712798438411,0.9802028727835977,0.1,False
7,7,1.0,0.9820714130987398,0.9730187712115518,0.1,False
7,8,1.0,0.9827981260043487,0.9648238330317968,0.1,False
7,9,1.0,0.9833439787822713,0.955748983304572,0.1,False
7,10,1.0,0.9826939489569173,0.9460808464877498,0.1,False
7,11,1.0,0.9713008462747896,0.9446407780219007,0.1,False
7,12,1.0,0.9562470521769256,0.9440692007910698,0.1,False
7,13,1.0,0.9393664758227834,0.9433825191588723,0.1,False
7,14,1.0,0.9168707221851482,0.9458569629869551,0.1,False
7,15,1.0,0.892026715755852,0.9479590853437107,0.1,False
7,16,1.0,0.8658142198957002,0.9494293027041096,0.1,False
7,17,1.0,0.8321707552479422,0.954059256900887,0.1,False
7,18,1.0,0.7968695239664292,0.959173644038449,0.1,False
7,19,0.9996549914781492,0.7519621437492309,0.9636537579194228,0.1,False
7,20,0.9985351887332182,0.7112502855243308,0.966947833666137,0.1,False
7,21,0.99647842784467,0.6689434080014743,0.9695889028926334,0.1,False
7,22,0.9935487266220105,0.6314477635831313,0.96358401224508,0.1,False
7,23,0.989964334428053,0.608270665045319,0.9487833954965837,0.1,False
7,24,0.985378059367004,0.5848793624951031,0.9078945220004996,0.1,False
7,25,0.979893866208823,0.5617996349681246,0.8719285670283288,0.1,False
7,26,0.9733419019480468,0.5385368739994904,0.8321952403968818,0.1,False
7,27,0.9660824302671263,0.5154025780599734,0.7973109992739017,0.1,False
7,28,0.9578581952600774,0.4921253087457588,0.7539131064435817,0.1,False
7,29,0.9484751035298193,0.46906911657840944,0.7071088126565708,0.1,False
7,30,0.9381938876327875,0.44570200191090825,0.6575938514685723,-0.5,False
7,31,0.9266343647422058,0.42242513005928706,0.6138728333322752,-0.5,False
7,32,0.9137401000114889,0.3994452310446105,0.569561545555047,-0.5,False
7,33,0.8999562351526724,0.3761405893151248,0.5244391850288949,-0.5,False
7,34,0.8849111487353676,0.35297267636468926,0.48438697318161356,-0.5,False
7,35,0.8686308482077328,0.32974473222978273,0.44358892256928184,-0.5,False
7,36,0.8502535308467541,0.3065523284596114,0.4016442243388379,-0.5,False
7,37,0.8312546580895666,0.2832739683080495,0.3672959063517096,-0.5,False
7,38,0.8123354159758097,0.26013769049795926,0.33718877891588755,-0.5,False
7,39,0.7902208270565737,0.2369386330660421,0.30707359044444565,-0.5,False
7,40,0.7662098913332991,0.21355303729769962,0.2767035165792595,-0.5,False
7,41,0.7405777020232125,0.19050547495818732,0.24699467280926488,-0.5,False
7,42,0.708882083615804,0.1674159214717184,0.21685423860378844,-0.5,False
7,43,0.6779339039022717,0.14415478810754434,0.18682294447058362,-0.5,False
7,44,0.6440775998671486,0.12103976508654062,0.15666784247740873,-0.5,False
7,45,0.5737805657250697,0.09624181074342483,0.13218958422713542,-0.5,False
7,46,0.481307933532243,0.07213130726562336,0.1086184826027341,-0.5,False
7,47,0.3831760161079963,0.04896168515062471,0.08183973662220947,-0.5,False
7,48,0.27399111298519024,0.02661163319140798,0.050041828983841546,-0.5,False
7,49,0.13880738174354967,0.005102040816326531,0.010390404433695703,-1,True
