episode,step,bird_y,bird_vel,dist_pipe,reward,done
0,0,1.0,1.0,0.9606206321806929,0.1,False
0,1,1.0,0.9975918458718167,0.9754211920897219,0.1,False
0,2,1.0,0.994691167010885,0.9845189474913241,0.1,False
0,3,1.0,0.9931390637719779,0.9884755793000619,0.1,False
0,4,1.0,0.9928786027710633,0.98835743304758,0.1,False
0,5,1.0,0.9924609611645363,0.9853372321136891,0.1,False
0,6,1.0,0.9950244774146221,0.9802317653807002,0.1,False
0,7,1.0,0.9940304010751875,0.9735506072568955,0.1,False
0,8,1.0,0.9860971386592147,0.9725221025638563,0.1,False
0,9,1.0,0.9742506860901512,0.9721513964642894,0.1,False
0,10,1.0,0.9605111397404674,0.9720902473921209,0.1,False
0,11,1.0,0.9443254065665708,0.9711946083490185,0.1,False
0,12,1.0,0.9234506462507847,0.9734060066891731,0.1,False
0,13,1.0,0.9003135924956915,0.9747567292708881,0.1,False
0,14,1.0,0.8729322689406873,0.977712500775732,0.1,False
0,15,1.0,0.841016433663646,0.9810379677396044,0.1,False
0,16,1.0,0.8015376977970716,0.9836134404960669,0.1,False
0,17,1.0,0.7587952494402875,0.9870973377591485,0.1,False
0,18,1.0,0.7248013816543616,0.9839863336976145,0.1,False
0,19,0.9996549914781492,0.7013369857300985,0.9565468371110997,0.1,False
0,20,0.9985351887332182,0.6780211887359129,0.9318664682267773,0.1,False
0,21,0.99647842784467,0.655057119385693,0.9045422217797114,0.1,False
0,22,0.9935487266220105,0.6315204091026678,0.8813764320081852,0.1,False
0,23,0.989964334428053,0.608270665045319,0.8561034954803792,0.1,False
0,24,0.985378059367004,0.5849385507915584,0.816802183388186,0.1,False
0,25,0.979893866208823,0.5617996349681246,0.7817924069795061,0.1,False
0,26,0.9733419019480468,0.538581838348879,0.7457594287843246,0.1,False
0,27,0.9660824302671263,0.5154216644937646,0.7087021013199892,0.1,False
0,28,0.9578581952600774,0.49215675483427407,0.6763055315775617,0.1,False
0,29,0.9484751035298193,0.46908208535598067,0.643082369123822,0.1,False
0,30,0.9381938876327875,0.44571739786951786,0.6035428104320436,0.1,False
0,31,0.9266343647422058,0.4224344340294635,0.5730951954497995,0.1,False
0,32,0.9137401000114889,0.3994452310446105,0.5369963674491287,-0.5,False
0,33,0.8999562351526724,0.3761405893151248,0.5001249752849721,-0.5,False
0,34,0.8854971662096417,0.3529705860663908,0.46282045035214897,-0.5,False
0,35,0.871270825031698,0.3297202392405993,0.42779423582960524,-0.5,False
0,36,0.8539296441332795,0.3065523284596114,0.3974685882826707,-0.5,False
0,37,0.8384819321055107,0.2832739683080495,0.3672959063517096,-0.5,False
0,38,0.8187899869590881,0.26013769049795926,0.3371677257865356,-0.5,False
0,39,0.7974346957928758,0.2369386330660421,0.3070524956432923,-0.5,False
0,40,0.7742570485337178,0.21355303729769962,0.27667827996817823,-0.5,False
0,41,0.7556174175122105,0.19050547495818732,0.24699467280926488,-0.5,False
0,42,0.722988230506665,0.1674159214717184,0.21682777003244677,-0.5,False
0,43,0.6942436818306514,0.14415478810754434,0.18682294447058362,-0.5,False
0,44,0.6555178799732495,0.12103976508654062,0.15666784247740873,-0.5,False
0,45,0.6133273698685853,0.09770597350375759,0.12654497059981804,-0.5,False
0,46,0.5364006695567042,0.07349510413892477,0.10070783152179107,-0.5,False
0,47,0.43520741248348105,0.04973995707639545,0.07472480665381222,-0.5,False
0,48,0.32235766292462054,0.026944312967897795,0.0447545697214503,-0.5,False
0,49,0.18855227970273336,0.005102040816326531,0.008841417351173404,-1,True
