episode,step,bird_y,bird_vel,dist_pipe,reward,done
1,0,1.0,1.0,0.9606206321806929,0.1,False
1,1,1.0,0.9990883250065923,0.9754211920897219,0.1,False
1,2,1.0,0.9986622463825228,0.9869756742839267,0.1,False
1,3,1.0,0.9993407464229331,0.9918090790973936,0.1,False
1,4,1.0,0.9992228244010029,0.9937546537484379,0.1,False
1,5,1.0,0.9950225129735425,0.9929656788174114,0.1,False
1,6,1.0,0.9876817584851972,0.9922043482849816,0.1,False
1,7,1.0,0.9773730814689773,0.9917809816485731,0.1,False
1,8,1.0,0.964799819962285,0.9912535142979214,0.1,False
1,9,1.0,0.9511909549939727,0.9905943550061023,0.1,False
1,10,1.0,0.9355746133405108,0.9896912588979064,0.1,False
1,11,1.0,0.9190330555098868,0.9879707411824616,0.1,False
1,12,1.0,0.8947987686941362,0.9897799563336123,0.1,False
1,13,1.0,0.8652668746467505,0.9913637041202025,0.1,False
1,14,1.0,0.8345158450387499,0.9933825332996447,0.1,False
1,15,1.0,0.7961165965579293,0.9956303264732604,0.1,False
1,16,1.0,0.7697526607952948,0.9814940937597125,0.1,False
1,17,1.0,0.7476265857239929,0.9655981035518251,0.1,False
1,18,1.0,0.7248523146946784,0.9474917516350914,0.1,False
1,19,0.9996549914781492,0.7014331759107222,0.9274660096729281,0.1,False
1,20,0.9985351887332182,0.678155511813237,0.9114646224451908,0.1,False
1,21,0.99647842784467,0.6551404287228166,0.8829407111882166,0.1,False
1,22,0.9935487266220105,0.6315204091026678,0.8465414847037626,0.1,False
1,23,0.989964334428053,0.6083063222792785,0.8202988315610523,0.1,False
1,24,0.985378059367004,0.5850031791028049,0.7927307270033611,0.1,False
1,25,0.979893866208823,0.5617996349681246,0.7639795449180414,0.1,False
1,26,0.9733419019480468,0.5386379351211159,0.7398639236508331,0.1,False
1,27,0.9660824302671263,0.5154927264267234,0.7087021013199892,0.1,False
1,28,0.9578581952600774,0.49222723436849625,0.6820051178561992,0.1,False
1,29,0.9484751035298193,0.4691859282498382,0.6602510459169342,0.1,False
1,30,0.9381938876327875,0.44577602815043615,0.6193550720511579,0.1,False
1,31,0.9266343647422058,0.42247736670440944,0.5780772058620635,0.1,False
1,32,0.9137401000114889,0.3994580234106003,0.5416385367445186,0.1,False
1,33,0.8999562351526724,0.37616596629370513,0.5041272821910842,0.1,False
1,34,0.8849111487353676,0.35297267636468926,0.46618887385206104,0.1,False
1,35,0.8696092286975624,0.32971502786837775,0.4309747652947917,-0.5,False
1,36,0.8519187075054718,0.3065523284596114,0.3974685882826707,-0.5,False
1,37,0.8353145322710529,0.2832533022146006,0.3672959063517096,-0.5,False
1,38,0.8187899869590881,0.2600770198951807,0.33715374709766116,-0.5,False
1,39,0.7974346957928758,0.2369293564497126,0.3070371956039862,-0.5,False
1,40,0.7742570485337178,0.21355303729769962,0.27667827996817823,-0.5,False
1,41,0.7556174175122105,0.19050547495818732,0.24699467280926488,-0.5,False
1,42,0.7294048589384308,0.1674159214717184,0.21682777003244677,-0.5,False
1,43,0.7015666618793405,0.14415478810754434,0.18682294447058362,-0.5,False
1,44,0.6708066608826402,0.12103976508654062,0.15666784247740873,-0.5,False
1,45,0.6289896732276821,0.09770597350375759,0.12654497059981804,-0.5,False
1,46,0.5824354395460859,0.07457065801136445,0.09635472031555778,-0.5,False
1,47,0.5301098147874433,0.05139691030337021,0.06633659436491927,-0.5,False
1,48,0.4593389029158786,0.028251942230529004,0.0363039803532549,-0.5,False
1,49,0.3707389054362163,0.005313374266516885,0.006401910335891796,-1,True
