episode,step,bird_y,bird_vel,dist_pipe,reward,done
2,0,1.0,1.0,0.9606206321806929,0.1,False
2,1,1.0,0.9965156344688766,0.9754211920897219,0.1,False
2,2,1.0,0.9900421461678253,0.9845189474913241,0.1,False
2,3,1.0,0.9850624964209412,0.9910088349583407,0.1,False
2,4,1.0,0.9828314208620504,0.9912335511338181,0.1,False
2,5,1.0,0.98121769062404,0.986535990975941,0.1,False
2,6,1.0,0.9810248504556189,0.9802028727835977,0.1,False
2,7,1.0,0.9842981901271386,0.9730187712115518,0.1,False
2,8,1.0,0.9855128824754714,0.9648238330317968,0.1,False
2,9,1.0,0.9856362540028287,0.9557818614299599,0.1,False
2,10,1.0,0.982641767457679,0.9465980620435102,0.1,False
2,11,1.0,0.9736429576640528,0.9414539586863578,0.1,False
2,12,1.0,0.9584352297094791,0.9415317763836271,0.1,False
2,13,1.0,0.9393664758227834,0.9433825191588723,0.1,False
2,14,1.0,0.9183566443054928,0.9445767441432885,0.1,False
2,15,1.0,0.8954181874309023,0.9454054157975863,0.1,False
2,16,1.0,0.8718306125030496,0.9453960268900974,0.1,False
2,17,1.0,0.8389065397799609,0.9500475794471244,0.1,False
2,18,1.0,0.8042202692770233,0.9550835526612668,0.1,False
2,19,0.9996549914781492,0.7650352110668592,0.9611136224713184,0.1,False
2,20,0.9985351887332182,0.7112937129033219,0.9657462397909917,0.1,False
2,21,0.99647842784467,0.6689803477866506,0.9695889028926334,0.1,False
2,22,0.9935487266220105,0.6315204091026678,0.9648611238616636,0.1,False
2,23,0.989964334428053,0.608270665045319,0.9333011750429453,0.1,False
2,24,0.985378059367004,0.5849385507915584,0.8982329199450205,0.1,False
2,25,0.979893866208823,0.5617996349681246,0.8595728835172516,0.1,False
2,26,0.9733419019480468,0.538581838348879,0.8330622677396877,0.1,False
2,27,0.9660824302671263,0.5154216644937646,0.784131499897834,0.1,False
2,28,0.9578581952600774,0.49215675483427407,0.7472547927093187,0.1,False
2,29,0.9484751035298193,0.46908208535598067,0.7001793343732843,0.1,False
2,30,0.9381938876327875,0.44571739786951786,0.6506798114102821,0.1,False
2,31,0.9266343647422058,0.4224344340294635,0.6072596183784069,-0.5,False
2,32,0.9137401000114889,0.3994452310446105,0.5633664991698976,-0.5,False
2,33,0.8999562351526724,0.3761405893151248,0.5244391850288949,-0.5,False
2,34,0.8849111487353676,0.35297267636468926,0.48438697318161356,-0.5,False
2,35,0.8686308482077328,0.32972693137453063,0.44358892256928184,-0.5,False
2,36,0.8506377936392359,0.3065523284596114,0.4016442243388379,-0.5,False
2,37,0.8312546580895666,0.2832739683080495,0.3672959063517096,-0.5,False
2,38,0.8123354159758097,0.26013769049795926,0.3371677257865356,-0.5,False
2,39,0.7902208270565737,0.2369386330660421,0.30707359044444565,-0.5,False
2,40,0.7662098913332991,0.21355303729769962,0.27667827996817823,-0.5,False
2,41,0.7405777020232125,0.19050547495818732,0.24699467280926488,-0.5,False
2,42,0.7125574563911841,0.1674159214717184,0.21685423860378844,-0.5,False
2,43,0.6824237710784008,0.14415478810754434,0.18682294447058362,-0.5,False
2,44,0.6491266159861258,0.12103976508654062,0.15666784247740873,-0.5,False
2,45,0.6071350851687959,0.09770597350375759,0.12654497059981804,-0.5,False
2,46,0.5605260482313911,0.07457065801136445,0.09635472031555778,-0.5,False
2,47,0.48196049359027743,0.05064891048892526,0.06931575031254454,-0.5,False
2,48,0.37066741494105493,0.027333790667383576,0.040878120365625284,-0.5,False
2,49,0.238297177661917,0.005102040816326531,0.007878734982737752,-1,True
