step,episode,ep_return,moving_return,loss,epsilon
9000,180,-8.7000,-7.6560,0.004073,0.9145
9050,181,-8.7000,-7.6560,,0.9140
9100,182,-6.3000,-7.6440,0.007257,0.9136
9150,183,-7.5000,-7.6200,,0.9131
9200,184,-7.5000,-7.6080,0.005872,0.9126
9250,185,-8.1000,-7.6440,,0.9121
9300,186,-8.1000,-7.6440,0.007973,0.9117
9350,187,-8.1000,-7.6440,,0.9112
9400,188,-8.7000,-7.7280,0.009694,0.9107
9450,189,-6.3000,-7.6920,,0.9102
9500,190,-5.7000,-7.6440,0.006678,0.9098
9550,191,-6.3000,-7.6200,,0.9093
9600,192,-8.1000,-7.6440,0.002023,0.9088
9650,193,-8.1000,-7.6560,,0.9083
9700,194,-8.1000,-7.6440,0.007878,0.9079
9750,195,-7.5000,-7.6320,,0.9074
9800,196,-7.5000,-7.6080,0.003033,0.9069
9850,197,-8.7000,-7.6320,,0.9064
9900,198,-7.5000,-7.6200,0.004312,0.9060
9950,199,-7.5000,-7.6080,,0.9055
10000,200,-8.1000,-7.5960,0.007644,0.9050
